observation_date,IPG3113N
1977-08-01,78.1822
1977-08-31,81.22745
1977-09-01,84.2727
1977-09-30,96.74905
1977-10-01,109.2254
1977-10-31,107.6955
1977-11-01,106.1656
1977-11-30,109.61155
1977-12-01,113.0575
1977-12-31,101.5858
1978-01-01,90.1141
1978-01-31,85.29095
1978-02-01,80.4678
1978-02-28,78.4659
1978-03-01,76.464
1978-03-31,76.94255
1978-04-01,77.4211
1978-04-30,77.0646
1978-05-01,76.7081
1978-05-31,77.4425
1978-06-01,78.1769
1978-06-30,75.3211
1978-07-01,72.4653
1978-07-31,74.18535
1978-08-01,75.9054
1978-08-31,79.3187
1978-09-01,82.732
1978-09-30,93.88775
1978-10-01,105.0435
1978-10-31,108.3675
1978-11-01,111.6915
1978-11-30,112.8868
1978-12-01,114.0821
1978-12-31,106.36015
1979-01-01,98.6382
1979-01-31,91.70545
1979-02-01,84.7727
1979-02-28,82.919
1979-03-01,81.0653
1979-03-31,79.113
1979-04-01,77.1607
1979-04-30,77.76935
1979-05-01,78.378
1979-05-31,79.73689999999999
1979-06-01,81.0958
1979-06-30,77.94485
1979-07-01,74.7939
1979-07-31,75.95259999999999
1979-08-01,77.1113
1979-08-31,78.95955000000001
1979-09-01,80.8078
1979-09-30,90.9524
1979-10-01,101.097
1979-10-31,103.91165
1979-11-01,106.7263
1979-11-30,106.17415
1979-12-01,105.622
1979-12-31,96.2744
1980-01-01,86.9268
1980-01-31,85.68164999999999
1980-02-01,84.4365
1980-02-29,79.45994999999999
1980-03-01,74.4834
1980-03-31,70.0222
1980-04-01,65.561
1980-04-30,69.96205
1980-05-01,74.3631
1980-05-31,75.6778
1980-06-01,76.9925
1980-06-30,74.01505
1980-07-01,71.0376
1980-07-31,74.14959999999999
1980-08-01,77.2616
1980-08-31,77.6063
1980-09-01,77.951
1980-09-30,89.38964999999999
1980-10-01,100.8283
1980-10-31,103.7696
1980-11-01,106.7109
1980-11-30,106.87889999999999
1980-12-01,107.0469
1980-12-31,101.69749999999999
1981-01-01,96.3481
1981-01-31,93.41995
1981-02-01,90.4918
1981-02-28,84.29305
1981-03-01,78.0943
1981-03-31,78.06135
1981-04-01,78.0284
1981-04-30,80.69075000000001
1981-05-01,83.3531
1981-05-31,83.19675000000001
1981-06-01,83.0404
1981-06-30,81.1601
1981-07-01,79.2798
1981-07-31,80.52385
1981-08-01,81.7679
1981-08-31,82.53165
1981-09-01,83.2954
1981-09-30,100.89675
1981-10-01,118.4981
1981-10-31,117.7293
1981-11-01,116.9605
1981-11-30,115.10815
1981-12-01,113.2558
1981-12-31,104.62105
1982-01-01,95.9863
1982-01-31,94.4881
1982-02-01,92.9899
1982-02-28,88.0332
1982-03-01,83.0765
1982-03-31,78.3184
1982-04-01,73.5603
1982-04-30,74.9993
1982-05-01,76.4383
1982-05-31,77.49375
1982-06-01,78.5492
1982-06-30,77.43185
1982-07-01,76.3145
1982-07-31,77.03989999999999
1982-08-01,77.7653
1982-08-31,79.5335
1982-09-01,81.3017
1982-09-30,97.7183
1982-10-01,114.1349
1982-10-31,114.5369
1982-11-01,114.9389
1982-11-30,115.06065000000001
1982-12-01,115.1824
1982-12-31,105.18505
1983-01-01,95.1877
1983-01-31,91.1925
1983-02-01,87.1973
1983-02-28,82.58449999999999
1983-03-01,77.9717
1983-03-31,75.8528
1983-04-01,73.7339
1983-04-30,74.65174999999999
1983-05-01,75.5696
1983-05-31,75.16985
1983-06-01,74.7701
1983-06-30,75.55205000000001
1983-07-01,76.334
1983-07-31,77.946
1983-08-01,79.558
1983-08-31,81.22665
1983-09-01,82.8953
1983-09-30,96.67165
1983-10-01,110.448
1983-10-31,108.479
1983-11-01,106.51
1983-11-30,105.25415000000001
1983-12-01,103.9983
1983-12-31,98.92099999999999
1984-01-01,93.8437
1984-01-31,90.08285000000001
1984-02-01,86.322
1984-02-29,82.61245
1984-03-01,78.9029
1984-03-31,77.2864
1984-04-01,75.6699
1984-04-30,76.77645
1984-05-01,77.883
1984-05-31,77.776
1984-06-01,77.669
1984-06-30,77.2885
1984-07-01,76.908
1984-07-31,79.07
1984-08-01,81.232
1984-08-31,83.5582
1984-09-01,85.8844
1984-09-30,99.02635000000001
1984-10-01,112.1683
1984-10-31,113.84004999999999
1984-11-01,115.5118
1984-11-30,114.1638
1984-12-01,112.8158
1984-12-31,105.25035
1985-01-01,97.6849
1985-01-31,92.40164999999999
1985-02-01,87.1184
1985-02-28,83.13065
1985-03-01,79.1429
1985-03-31,77.67490000000001
1985-04-01,76.2069
1985-04-30,76.76865000000001
1985-05-01,77.3304
1985-05-31,76.58305
1985-06-01,75.8357
1985-06-30,75.5155
1985-07-01,75.1953
1985-07-31,77.55595
1985-08-01,79.9166
1985-08-31,84.7227
1985-09-01,89.5288
1985-09-30,100.9008
1985-10-01,112.2728
1985-10-31,112.9822
1985-11-01,113.6916
1985-11-30,115.4015
1985-12-01,117.1114
1985-12-31,107.25540000000001
1986-01-01,97.3994
1986-01-31,95.52324999999999
1986-02-01,93.6471
1986-02-28,86.23665
1986-03-01,78.8262
1986-03-31,76.2405
1986-04-01,73.6548
1986-04-30,75.0892
1986-05-01,76.5236
1986-05-31,76.65015
1986-06-01,76.7767
1986-06-30,75.09005
1986-07-01,73.4034
1986-07-31,76.4756
1986-08-01,79.5478
1986-08-31,83.99815
1986-09-01,88.4485
1986-09-30,102.17495
1986-10-01,115.9014
1986-10-31,117.654
1986-11-01,119.4066
1986-11-30,117.418
1986-12-01,115.4294
1986-12-31,106.3015
1987-01-01,97.1736
1987-01-31,95.72645
1987-02-01,94.2793
1987-02-28,88.9509
1987-03-01,83.6225
1987-03-31,80.48165
1987-04-01,77.3408
1987-04-30,77.6872
1987-05-01,78.0336
1987-05-31,78.60220000000001
1987-06-01,79.1708
1987-06-30,77.6503
1987-07-01,76.1298
1987-07-31,79.8279
1987-08-01,83.526
1987-08-31,87.1482
1987-09-01,90.7704
1987-09-30,106.19815
1987-10-01,121.6259
1987-10-31,123.24119999999999
1987-11-01,124.8565
1987-11-30,123.758
1987-12-01,122.6595
1987-12-31,109.23249999999999
1988-01-01,95.8055
1988-01-31,95.55324999999999
1988-02-01,95.301
1988-02-29,92.5875
1988-03-01,89.874
1988-03-31,85.3503
1988-04-01,80.8266
1988-04-30,81.64295
1988-05-01,82.4593
1988-05-31,84.61585
1988-06-01,86.7724
1988-06-30,88.76515
1988-07-01,90.7579
1988-07-31,94.41025
1988-08-01,98.0626
1988-08-31,100.28985
1988-09-01,102.5171
1988-09-30,114.12700000000001
1988-10-01,125.7369
1988-10-31,124.61795000000001
1988-11-01,123.499
1988-11-30,122.97649999999999
1988-12-01,122.454
1988-12-31,112.7024
1989-01-01,102.9508
1989-01-31,102.65035
1989-02-01,102.3499
1989-02-28,97.88589999999999
1989-03-01,93.4219
1989-03-31,91.08005
1989-04-01,88.7382
1989-04-30,88.32825
1989-05-01,87.9183
1989-05-31,89.24205
1989-06-01,90.5658
1989-06-30,90.1499
1989-07-01,89.734
1989-07-31,93.15185
1989-08-01,96.5697
1989-08-31,98.7979
1989-09-01,101.0261
1989-09-30,110.53139999999999
1989-10-01,120.0367
1989-10-31,121.67355
1989-11-01,123.3104
1989-11-30,124.6532
1989-12-01,125.996
1989-12-31,112.9927
1990-01-01,99.9894
1990-01-31,100.60050000000001
1990-02-01,101.2116
1990-02-28,98.02965
1990-03-01,94.8477
1990-03-31,91.6358
1990-04-01,88.4239
1990-04-30,88.5507
1990-05-01,88.6775
1990-05-31,90.71924999999999
1990-06-01,92.761
1990-06-30,94.87475
1990-07-01,96.9885
1990-07-31,99.65270000000001
1990-08-01,102.3169
1990-08-31,105.47785
1990-09-01,108.6388
1990-09-30,116.54795
1990-10-01,124.4571
1990-10-31,128.82954999999998
1990-11-01,133.202
1990-11-30,133.82229999999998
1990-12-01,134.4426
1990-12-31,120.96285
1991-01-01,107.4831
1991-01-31,109.44555
1991-02-01,111.408
1991-02-28,108.1096
1991-03-01,104.8112
1991-03-31,100.42985
1991-04-01,96.0485
1991-04-30,95.48535000000001
1991-05-01,94.9222
1991-05-31,98.80615
1991-06-01,102.6901
1991-06-30,101.4242
1991-07-01,100.1583
1991-07-31,104.97309999999999
1991-08-01,109.7879
1991-08-31,110.46199999999999
1991-09-01,111.1361
1991-09-30,117.61715000000001
1991-10-01,124.0982
1991-10-31,126.70599999999999
1991-11-01,129.3138
1991-11-30,127.14169999999999
1991-12-01,124.9696
1991-12-31,114.63985
1992-01-01,104.3101
1992-01-31,103.54855
1992-02-01,102.787
1992-02-29,98.85375
1992-03-01,94.9205
1992-03-31,93.4836
1992-04-01,92.0467
1992-04-30,90.88855000000001
1992-05-01,89.7304
1992-05-31,91.29400000000001
1992-06-01,92.8576
1992-06-30,92.5257
1992-07-01,92.1938
1992-07-31,94.21199999999999
1992-08-01,96.2302
1992-08-31,100.19895
1992-09-01,104.1677
1992-09-30,111.57785
1992-10-01,118.988
1992-10-31,120.58175
1992-11-01,122.1755
1992-11-30,121.8279
1992-12-01,121.4803
1992-12-31,113.2752
1993-01-01,105.0701
1993-01-31,103.67715
1993-02-01,102.2842
1993-02-28,98.54939999999999
1993-03-01,94.8146
1993-03-31,92.20949999999999
1993-04-01,89.6044
1993-04-30,89.02205000000001
1993-05-01,88.4397
1993-05-31,91.62705
1993-06-01,94.8144
1993-06-30,95.2636
1993-07-01,95.7128
1993-07-31,99.56710000000001
1993-08-01,103.4214
1993-08-31,106.02590000000001
1993-09-01,108.6304
1993-09-30,116.73095
1993-10-01,124.8315
1993-10-31,124.81815
1993-11-01,124.8048
1993-11-30,123.7884
1993-12-01,122.772
1993-12-31,114.05250000000001
1994-01-01,105.333
1994-01-31,103.04025
1994-02-01,100.7475
1994-02-28,99.61500000000001
1994-03-01,98.4825
1994-03-31,93.90415
1994-04-01,89.3258
1994-04-30,88.1691
1994-05-01,87.0124
1994-05-31,90.40335
1994-06-01,93.7943
1994-06-30,95.12455
1994-07-01,96.4548
1994-07-31,99.71855
1994-08-01,102.9823
1994-08-31,106.3693
1994-09-01,109.7563
1994-09-30,116.41229999999999
1994-10-01,123.0683
1994-10-31,123.1268
1994-11-01,123.1853
1994-11-30,124.08435
1994-12-01,124.9834
1994-12-31,116.3449
1995-01-01,107.7064
1995-01-31,103.46455
1995-02-01,99.2227
1995-02-28,97.70865
1995-03-01,96.1946
1995-03-31,95.2301
1995-04-01,94.2656
1995-04-30,93.9311
1995-05-01,93.5966
1995-05-31,95.9426
1995-06-01,98.2886
1995-06-30,98.25800000000001
1995-07-01,98.2274
1995-07-31,100.25015
1995-08-01,102.2729
1995-08-31,104.7382
1995-09-01,107.2035
1995-09-30,113.80735
1995-10-01,120.4112
1995-10-31,122.1369
1995-11-01,123.8626
1995-11-30,126.38435000000001
1995-12-01,128.9061
1995-12-31,116.54565
1996-01-01,104.1852
1996-01-31,104.86645
1996-02-01,105.5477
1996-02-29,104.2327
1996-03-01,102.9177
1996-03-31,98.86285000000001
1996-04-01,94.808
1996-04-30,95.93185
1996-05-01,97.0557
1996-05-31,98.7325
1996-06-01,100.4093
1996-06-30,99.3461
1996-07-01,98.2829
1996-07-31,103.19035
1996-08-01,108.0978
1996-08-31,111.4388
1996-09-01,114.7798
1996-09-30,120.50819999999999
1996-10-01,126.2366
1996-10-31,130.04145
1996-11-01,133.8463
1996-11-30,134.99865
1996-12-01,136.151
1996-12-31,123.39295000000001
1997-01-01,110.6349
1997-01-31,110.1447
1997-02-01,109.6545
1997-02-28,108.1022
1997-03-01,106.5499
1997-03-31,102.3552
1997-04-01,98.1605
1997-04-30,97.76939999999999
1997-05-01,97.3783
1997-05-31,99.47665
1997-06-01,101.575
1997-06-30,99.9436
1997-07-01,98.3122
1997-07-31,104.13974999999999
1997-08-01,109.9673
1997-08-31,112.50174999999999
1997-09-01,115.0362
1997-09-30,122.27165
1997-10-01,129.5071
1997-10-31,132.3339
1997-11-01,135.1607
1997-11-30,135.59375
1997-12-01,136.0268
1997-12-31,127.9017
1998-01-01,119.7766
1998-01-31,118.48259999999999
1998-02-01,117.1886
1998-02-28,114.0025
1998-03-01,110.8164
1998-03-31,108.49055
1998-04-01,106.1647
1998-04-30,106.63980000000001
1998-05-01,107.1149
1998-05-31,108.97905
1998-06-01,110.8432
1998-06-30,109.92745
1998-07-01,109.0117
1998-07-31,113.34440000000001
1998-08-01,117.6771
1998-08-31,119.30265
1998-09-01,120.9282
1998-09-30,126.79715
1998-10-01,132.6661
1998-10-31,134.82580000000002
1998-11-01,136.9855
1998-11-30,136.473
1998-12-01,135.9605
1998-12-31,126.6697
1999-01-01,117.3789
1999-01-31,116.0346
1999-02-01,114.6903
1999-02-28,110.89564999999999
1999-03-01,107.101
1999-03-31,106.68674999999999
1999-04-01,106.2725
1999-04-30,107.0548
1999-05-01,107.8371
1999-05-31,108.08635000000001
1999-06-01,108.3356
1999-06-30,108.0744
1999-07-01,107.8132
1999-07-31,110.15835
1999-08-01,112.5035
1999-08-31,114.5744
1999-09-01,116.6453
1999-09-30,124.14690000000002
1999-10-01,131.6485
1999-10-31,131.70575000000002
1999-11-01,131.763
1999-11-30,133.1642
1999-12-01,134.5654
1999-12-31,128.84895
2000-01-01,123.1325
2000-01-31,121.4374
2000-02-01,119.7423
2000-02-29,116.84655000000001
2000-03-01,113.9508
2000-03-31,114.94945
2000-04-01,115.9481
2000-04-30,112.33415
2000-05-01,108.7202
2000-05-31,111.46365
2000-06-01,114.2071
2000-06-30,113.0404
2000-07-01,111.8737
2000-07-31,114.8882
2000-08-01,117.9027
2000-08-31,121.77629999999999
2000-09-01,125.6499
2000-09-30,131.23225000000002
2000-10-01,136.8146
2000-10-31,136.22385000000003
2000-11-01,135.6331
2000-11-30,137.16855
2000-12-01,138.704
2000-12-31,130.64035
2001-01-01,122.5767
2001-01-31,122.23230000000001
2001-02-01,121.8879
2001-02-28,120.2424
2001-03-01,118.5969
2001-03-31,116.64680000000001
2001-04-01,114.6967
2001-04-30,113.8158
2001-05-01,112.9349
2001-05-31,114.13409999999999
2001-06-01,115.3333
2001-06-30,114.41145
2001-07-01,113.4896
2001-07-31,116.5834
2001-08-01,119.6772
2001-08-31,121.59565
2001-09-01,123.5141
2001-09-30,124.52195
2001-10-01,125.5298
2001-10-31,127.1311
2001-11-01,128.7324
2001-11-30,129.19605
2001-12-01,129.6597
2001-12-31,123.61274999999999
2002-01-01,117.5658
2002-01-31,116.05215
2002-02-01,114.5385
2002-02-28,112.42265
2002-03-01,110.3068
2002-03-31,107.49975
2002-04-01,104.6927
2002-04-30,103.2713
2002-05-01,101.8499
2002-05-31,107.03305
2002-06-01,112.2162
2002-06-30,111.30915
2002-07-01,110.4021
2002-07-31,113.9665
2002-08-01,117.5309
2002-08-31,118.5093
2002-09-01,119.4877
2002-09-30,121.76310000000001
2002-10-01,124.0385
2002-10-31,126.30615
2002-11-01,128.5738
2002-11-30,126.37635
2002-12-01,124.1789
2002-12-31,118.6046
2003-01-01,113.0303
2003-01-31,112.10445
2003-02-01,111.1786
2003-02-28,111.1977
2003-03-01,111.2168
2003-03-31,108.18520000000001
2003-04-01,105.1536
2003-04-30,106.38185
2003-05-01,107.6101
2003-05-31,109.63645
2003-06-01,111.6628
2003-06-30,107.25725
2003-07-01,102.8517
2003-07-31,107.99969999999999
2003-08-01,113.1477
2003-08-31,114.98060000000001
2003-09-01,116.8135
2003-09-30,120.99975
2003-10-01,125.186
2003-10-31,128.98835
2003-11-01,132.7907
2003-11-30,130.8059
2003-12-01,128.8211
2003-12-31,122.50505
2004-01-01,116.189
2004-01-31,116.92949999999999
2004-02-01,117.67
2004-02-29,110.7898
2004-03-01,103.9096
2004-03-31,103.0566
2004-04-01,102.2036
2004-04-30,106.0036
2004-05-01,109.8036
2004-05-31,108.0498
2004-06-01,106.296
2004-06-30,106.20385
2004-07-01,106.1117
2004-07-31,111.17185
2004-08-01,116.232
2004-08-31,118.4805
2004-09-01,120.729
2004-09-30,126.51665
2004-10-01,132.3043
2004-10-31,132.72475
2004-11-01,133.1452
2004-11-30,131.57195000000002
2004-12-01,129.9987
2004-12-31,127.28370000000001
2005-01-01,124.5687
2005-01-31,124.24735000000001
2005-02-01,123.926
2005-02-28,115.59174999999999
2005-03-01,107.2575
2005-03-31,107.0295
2005-04-01,106.8015
2005-04-30,109.1283
2005-05-01,111.4551
2005-05-31,109.32455
2005-06-01,107.194
2005-06-30,108.7036
2005-07-01,110.2132
2005-07-31,112.5164
2005-08-01,114.8196
2005-08-31,117.2724
2005-09-01,119.7252
2005-09-30,128.44735
2005-10-01,137.1695
2005-10-31,136.77985
2005-11-01,136.3902
2005-11-30,138.15275
2005-12-01,139.9153
2005-12-31,129.09845
2006-01-01,118.2816
2006-01-31,118.04905
2006-02-01,117.8165
2006-02-28,113.11795000000001
2006-03-01,108.4194
2006-03-31,107.99885
2006-04-01,107.5783
2006-04-30,104.78385
2006-05-01,101.9894
2006-05-31,101.96594999999999
2006-06-01,101.9425
2006-06-30,101.82695
2006-07-01,101.7114
2006-07-31,106.8665
2006-08-01,112.0216
2006-08-31,115.3435
2006-09-01,118.6654
2006-09-30,124.15255
2006-10-01,129.6397
2006-10-31,130.00535000000002
2006-11-01,130.371
2006-11-30,131.19855
2006-12-01,132.0261
2006-12-31,126.8812
2007-01-01,121.7363
2007-01-31,119.11744999999999
2007-02-01,116.4986
2007-02-28,114.56049999999999
2007-03-01,112.6224
2007-03-31,106.0312
2007-04-01,99.44
2007-04-30,98.75515
2007-05-01,98.0703
2007-05-31,96.50115
2007-06-01,94.932
2007-06-30,93.15960000000001
2007-07-01,91.3872
2007-07-31,96.0684
2007-08-01,100.7496
2007-08-31,105.451
2007-09-01,110.1524
2007-09-30,113.0649
2007-10-01,115.9774
2007-10-31,117.21690000000001
2007-11-01,118.4564
2007-11-30,119.58404999999999
2007-12-01,120.7117
2007-12-31,114.72909999999999
2008-01-01,108.7465
2008-01-31,105.26425
2008-02-01,101.782
2008-02-29,99.494
2008-03-01,97.206
2008-03-31,94.53485
2008-04-01,91.8637
2008-04-30,90.39455
2008-05-01,88.9254
2008-05-31,88.9669
2008-06-01,89.0084
2008-06-30,87.0635
2008-07-01,85.1186
2008-07-31,86.8404
2008-08-01,88.5622
2008-08-31,95.9179
2008-09-01,103.2736
2008-09-30,108.66685000000001
2008-10-01,114.0601
2008-10-31,114.9672
2008-11-01,115.8743
2008-11-30,108.82075
2008-12-01,101.7672
2008-12-31,95.8338
2009-01-01,89.9004
2009-01-31,89.44200000000001
2009-02-01,88.9836
2009-02-28,87.27195
2009-03-01,85.5603
2009-03-31,82.63525
2009-04-01,79.7102
2009-04-30,79.98085
2009-05-01,80.2515
2009-05-31,79.9083
2009-06-01,79.5651
2009-06-30,80.93885
2009-07-01,82.3126
2009-07-31,85.68100000000001
2009-08-01,89.0494
2009-08-31,95.10065
2009-09-01,101.1519
2009-09-30,112.41235
2009-10-01,123.6728
2009-10-31,120.37235
2009-11-01,117.0719
2009-11-30,116.8077
2009-12-01,116.5435
2009-12-31,108.4616
2010-01-01,100.3797
2010-01-31,99.6976
2010-02-01,99.0155
2010-02-28,95.49045000000001
2010-03-01,91.9654
2010-03-31,90.7284
2010-04-01,89.4914
2010-04-30,89.73134999999999
2010-05-01,89.9713
2010-05-31,89.738
2010-06-01,89.5047
2010-06-30,92.98425
2010-07-01,96.4638
2010-07-31,101.61635000000001
2010-08-01,106.7689
2010-08-31,111.31155000000001
2010-09-01,115.8542
2010-09-30,121.06575000000001
2010-10-01,126.2773
2010-10-31,121.9984
2010-11-01,117.7195
2010-11-30,118.23570000000001
2010-12-01,118.7519
2010-12-31,110.9077
2011-01-01,103.0635
2011-01-31,102.80915
2011-02-01,102.5548
2011-02-28,100.76910000000001
2011-03-01,98.9834
2011-03-31,98.25540000000001
2011-04-01,97.5274
2011-04-30,94.44515
2011-05-01,91.3629
2011-05-31,90.5264
2011-06-01,89.6899
2011-06-30,89.65835
2011-07-01,89.6268
2011-07-31,90.75835000000001
2011-08-01,91.8899
2011-08-31,92.89805
2011-09-01,93.9062
2011-09-30,105.3348
2011-10-01,116.7634
2011-10-31,116.7946
2011-11-01,116.8258
2011-11-30,115.89105
2011-12-01,114.9563
2011-12-31,107.46125
2012-01-01,99.9662
2012-01-31,99.50395
2012-02-01,99.0417
2012-02-29,96.59505
2012-03-01,94.1484
2012-03-31,90.92169999999999
2012-04-01,87.695
2012-04-30,86.523
2012-05-01,85.351
2012-05-31,85.96625
2012-06-01,86.5815
2012-06-30,88.05160000000001
2012-07-01,89.5217
2012-07-31,93.9092
2012-08-01,98.2967
2012-08-31,105.28305
2012-09-01,112.2694
2012-09-30,113.58924999999999
2012-10-01,114.9091
2012-10-31,115.4941
2012-11-01,116.0791
2012-11-30,116.1096
2012-12-01,116.1401
2012-12-31,111.6067
2013-01-01,107.0733
2013-01-31,104.5498
2013-02-01,102.0263
2013-02-28,102.32910000000001
2013-03-01,102.6319
2013-03-31,98.97625
2013-04-01,95.3206
2013-04-30,93.5395
2013-05-01,91.7584
2013-05-31,91.78545
2013-06-01,91.8125
2013-06-30,92.1212
2013-07-01,92.4299
2013-07-31,96.3946
2013-08-01,100.3593
2013-08-31,102.938
2013-09-01,105.5167
2013-09-30,111.43125
2013-10-01,117.3458
2013-10-31,119.48185000000001
2013-11-01,121.6179
2013-11-30,122.42955
2013-12-01,123.2412
2013-12-31,113.90385
2014-01-01,104.5665
2014-01-31,104.2587
2014-02-01,103.9509
2014-02-28,102.51085
2014-03-01,101.0708
2014-03-31,97.0376
2014-04-01,93.0044
2014-04-30,90.70585
2014-05-01,88.4073
2014-05-31,88.8867
2014-06-01,89.3661
2014-06-30,88.7305
2014-07-01,88.0949
2014-07-31,93.0874
2014-08-01,98.0799
2014-08-31,102.47370000000001
2014-09-01,106.8675
2014-09-30,113.31700000000001
2014-10-01,119.7665
2014-10-31,124.4142
2014-11-01,129.0619
2014-11-30,128.80734999999999
2014-12-01,128.5528
2014-12-31,119.25264999999999
2015-01-01,109.9525
2015-01-31,109.4299
2015-02-01,108.9073
2015-02-28,107.7167
2015-03-01,106.5261
2015-03-31,103.7946
2015-04-01,101.0631
2015-04-30,98.92165
2015-05-01,96.7802
2015-05-31,98.80705
2015-06-01,100.8339
2015-06-30,101.83144999999999
2015-07-01,102.829
2015-07-31,109.366
2015-08-01,115.903
2015-08-31,115.8997
2015-09-01,115.8964
2015-09-30,121.3202
2015-10-01,126.744
2015-10-31,125.6308
2015-11-01,124.5176
2015-11-30,122.3775
2015-12-01,120.2374
2015-12-31,114.37074999999999
2016-01-01,108.5041
2016-01-31,108.31745
2016-02-01,108.1308
2016-02-29,108.03625
2016-03-01,107.9417
2016-03-31,105.7798
2016-04-01,103.6179
2016-04-30,102.84975
2016-05-01,102.0816
2016-05-31,102.243
2016-06-01,102.4044
2016-06-30,102.67779999999999
2016-07-01,102.9512
2016-07-31,103.82445
2016-08-01,104.6977
2016-08-31,107.0084
2016-09-01,109.3191
2016-09-30,114.18465
2016-10-01,119.0502
2016-10-31,117.94665
2016-11-01,116.8431
2016-11-30,116.6483
2016-12-01,116.4535
2016-12-31,112.96005
2017-01-01,109.4666
2017-01-31,111.46635
2017-02-01,113.4661
2017-02-28,109.34530000000001
2017-03-01,105.2245
2017-03-31,106.32665
2017-04-01,107.4288
2017-04-30,104.67484999999999
2017-05-01,101.9209
2017-05-31,103.06155000000001
2017-06-01,104.2022
2017-06-30,103.39415
2017-07-01,102.5861
2017-07-31,108.3237
2017-08-01,114.0613
2017-08-31,114.0613
